2c83e93a-5e7e-4ca3-8ce4-3ded95502c7b, 0, 2, 1, 
063f4636-dabb-4736-b19d-67fde2718de6, 11, 17, 8, 
7ca40a56-7458-48e7-9522-749da83649c1, 36, 6, 3, 
3e99e5a1-1613-4519-a332-647c7caf240e, 78, 1, 1, 
41e531b2-ae87-4e7c-a791-7f3bc89f98d2, 125, 1, 1, 
dedc2446-8902-463a-bed7-703494dc71f6, 125, 8, 4, 
01aeed4b-bf4e-4567-9181-c00006957e30, 141, 4, 2, 
3b6d839a-de19-435c-ad59-4995ecff8ade, 179, 8, 4, 
9cb8f9c5-a469-418e-b76d-9b05e28ff0f1, 228, 3, 1, 
a577cb3b-a1db-48ad-8552-fea95b512266, 269, 16, 8, 
02a66f2e-7acf-4d1f-8509-22432f6608fa, 309, 6, 3, 
1104231f-ab39-4ba1-b744-14485d96f711, 349, 12, 6, 
2dd9cf4f-54ef-43ee-8b36-94f3a41e09b9, 396, 19, 9, 
3ef4bebc-5e5e-40ba-b20b-b8b18764e5d5, 396, 7, 3, 
0d342eef-36ce-4e8e-9e52-8bcfaac5e120, 401, 8, 4, 
a4601f1b-45b1-4577-9404-9a5683f63c02, 418, 16, 8, 
6d6b68c6-c8ab-4a85-b4ba-00db42ea4626, 466, 7, 3, 
0454c09d-3f91-4f7b-a18f-14d15c061043, 513, 1, 1, 
32d388de-250e-4de9-a1dd-38944fc486be, 521, 3, 1, 
5b99ce8d-6b8d-4d4a-a9d2-9f16ac79c7c2, 569, 17, 8, 
4a92de3a-af56-4bcf-8bfe-04623a50d472, 572, 17, 8, 
267a8b13-5d3e-44f1-b3f9-ae5f1051986e, 599, 4, 2, 
79debebf-777f-4e36-8ee7-eff70d85f963, 611, 16, 8, 
950d8fd9-249f-4ede-9bfb-e4e20c8e79ad, 629, 4, 2, 
e313f849-534c-404c-aff3-9de4f3b8542f, 670, 14, 7, 
32633d6f-6b5e-4f7b-b495-cc9712b47108, 718, 2, 1, 
f2009eea-2877-4b51-92f5-941e55bed1ab, 747, 9, 4, 
8522d32b-84a8-4016-b5ff-95551ca5cf20, 765, 19, 9, 
99598a3c-9949-429e-945b-8caf7c16aa04, 780, 16, 8, 
a7671c5e-d1b7-401a-88e0-0b0484268c52, 816, 5, 2, 
cb399ba1-0fee-4074-91b7-989839c94f9a, 859, 6, 3, 
ddff76dd-31e9-4fc4-bad9-c6df9b7ddaf7, 881, 4, 2, 
c0b048ff-40cb-408a-9fe8-08bcab0a8a3e, 907, 7, 3, 
d7342ba4-9142-464d-9cbc-580721a0da16, 942, 1, 1, 
4697f8f6-0ec2-49f1-a403-d7da5a7daff6, 987, 14, 7, 
049c71a4-6466-4a90-819b-a1b2b0885fd4, 1021, 1, 1, 
3f7d13c5-92ee-441c-880d-ac63dd13ab3c, 1066, 2, 1, 
a5d76871-50f9-40e4-9f3e-7a51a8f94417, 1107, 19, 9, 
92f20be8-5ed9-4cc1-bbc6-721335d3ba60, 1113, 10, 5, 
404d1039-40ab-4399-8bfd-72707624927d, 1116, 7, 3, 
177cf294-b095-4191-85f7-f9fb123290d8, 1163, 18, 9, 
79bab0f8-4199-4163-8958-0d649f0e8ee1, 1195, 14, 7, 
0c5d2617-eab5-403f-8712-6556166db0db, 1220, 14, 7, 
f4aac617-cea4-4bea-916f-f5293455e64d, 1236, 14, 7, 
f1ab13a1-6761-4e8b-a288-618b1f28d0b9, 1255, 5, 2, 
7cbd2033-a67e-4a1d-aa4a-9c8017388505, 1290, 18, 9, 
bf4cf533-f2be-4e21-9306-15e2e4c70fec, 1294, 18, 9, 
bb5f3240-e773-4bd5-ba55-224c970312e4, 1297, 16, 8, 
06c6572c-7fb6-49f4-9acb-7ee457c92f81, 1326, 14, 7, 
c4ba7290-ef4d-4411-8cfa-3d622d309791, 1357, 3, 1, 
8b77539b-4392-4c5e-a40b-0b6709f4f984, 1396, 13, 6, 
9e5d7279-3b87-4453-bb88-a4806ac9729a, 1398, 6, 3, 
44833665-61c2-4347-83a6-ea704dc18a09, 1440, 11, 5, 
57084b9f-a482-46e9-b1c0-93f0bc398b92, 1457, 13, 6, 
f4d80117-9485-4ce1-8ac4-2e46e90d56d9, 1475, 12, 6, 
c9f1386f-f723-4042-96a1-723372069c9a, 1493, 12, 6, 
3b13a406-cb21-463c-9898-0298967d6d25, 1542, 18, 9, 
059f1cce-8cd7-405f-8d1d-0e5be3524f21, 1568, 16, 8, 
62569642-a575-45a2-b73d-af2961dde706, 1568, 13, 6, 
e75f1828-8495-4889-be6b-0442a9194f4b, 1589, 2, 1, 
f729bad4-ea05-4d0c-9e77-18425a6b3444, 1610, 4, 2, 
7e7692c0-fa07-438b-819f-f493d9695631, 1617, 17, 8, 
9c53c237-16ce-4590-a6ed-4668baa70324, 1638, 8, 4, 
82269bf3-da73-4c85-8c67-a6f7ba9c89d2, 1666, 8, 4, 
1392c654-3099-4a65-84ed-dcac7715d01b, 1669, 6, 3, 
5d8d2f57-34d2-410c-aea2-389055251029, 1709, 3, 1, 
022299ef-1d14-4186-8f60-6d2725169f3f, 1727, 9, 4, 
c05a09c7-8c06-4d90-9ef8-260aeba6990e, 1729, 13, 6, 
aa470a17-77cc-422e-bc63-d513400f037b, 1745, 1, 1, 
2c246e53-50bd-4bed-a0a0-b26476be9f8a, 1793, 15, 7, 
91b4181e-4dc3-4ed5-8bec-73c526b202d3, 1822, 1, 1, 
4cfb04b2-3282-4644-8043-41de9d44b74b, 1824, 5, 2, 
1e797ef1-a4a9-4e8d-98aa-f4792a64a480, 1857, 7, 3, 
ba60243c-46d8-48a3-803e-d3721a64074e, 1900, 14, 7, 
a9c5be63-b037-478c-9dd2-6495454627fe, 1913, 14, 7, 
